Timestamp,Frame Index,Object Index,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-13 20:01:39,2870,1,Marker OK (ID 0),0.045523,29.135,0.41,3.035,7.568
2025-11-13 20:01:40,2900,1,Marker OK (ID 0),0.043649,27.935,0.393,2.675,7.168
2025-11-13 20:01:41,2931,1,Marker OK (ID 0),0.042989,27.513,0.387,2.556,7.032
2025-11-13 20:01:42,2961,1,Marker OK (ID 0),0.041144,26.332,0.37,2.241,6.672
2025-11-13 20:01:43,2991,1,Marker OK (ID 0),0.041558,26.597,0.374,2.309,6.75
2025-11-13 20:01:44,3021,4,Marker OK (ID 0),0.043834,28.054,0.921,3.123,6.897
2025-11-13 20:01:45,3051,3,Marker OK (ID 0),0.043215,27.658,0.778,2.897,6.843
2025-11-13 20:01:46,3081,2,Marker OK (ID 0),0.042928,5.323,5.495,102.551,5.883
2025-11-13 20:01:47,3111,1,Marker OK (ID 0),0.038317,24.523,0.345,1.81,6.179
2025-11-13 20:01:48,3141,4,Marker OK (ID 0),0.040694,26.044,0.488,2.149,6.507
2025-11-13 20:01:49,3171,4,Marker OK (ID 0),0.039832,25.493,0.398,2.037,6.406
2025-11-13 20:01:50,3202,1,Marker OK (ID 0),0.037094,23.74,0.334,1.642,5.992
2025-11-13 20:01:51,3232,1,Marker OK (ID 0),0.037435,23.959,0.337,1.688,6.042
2025-11-13 20:01:52,3262,4,Marker OK (ID 0),0.038155,24.419,0.343,1.787,6.153
2025-11-13 20:01:53,3292,4,Marker OK (ID 0),0.038668,24.748,0.348,1.86,6.235
2025-11-13 20:01:54,3322,4,Marker lost - using last/fallback scale,0.038373,24.559,0.46,1.807,6.106
2025-11-13 20:01:55,3352,2,Marker OK (ID 0),0.036689,18.601,4.66,259.193,1.638
2025-11-13 20:01:56,3383,1,Marker lost - using last/fallback scale,0.038909,24.902,0.35,1.895,6.275
2025-11-13 20:01:57,3413,1,Marker OK (ID 0),0.039634,25.366,0.357,2.003,6.398
