Timestamp,Frame Index,Object Label,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-18 19:43:30,99,Object_1,Marker OK (ID 0),0.032003,4.48,3.552,2.422,6.702
2025-11-18 19:43:31,122,Object_1,Marker OK (ID 0),0.030722,10.63,14.624,904.691,7.593
2025-11-18 19:43:32,145,Object_1,Marker OK (ID 0),0.030722,4.147,11.428,3.843,7.616
2025-11-18 19:43:33,168,Object_1,Marker OK (ID 0),0.030722,4.117,11.521,4.592,7.671
2025-11-18 19:43:34,190,Object_1,Marker OK (ID 0),0.030722,3.164,9.032,3.956,7.178
2025-11-18 19:43:35,211,Object_2,Marker OK (ID 0),0.030722,10.63,14.624,935.11,7.593
2025-11-18 19:43:36,234,Object_1,Marker OK (ID 0),0.030722,4.178,12.903,54.279,8.347
2025-11-18 19:43:37,255,Object_1,Marker OK (ID 0),0.030722,3.164,8.879,3.336,7.141
2025-11-18 19:43:38,275,Object_1,Marker OK (ID 0),0.030722,4.178,12.903,53.874,8.347
2025-11-18 19:43:39,293,Object_1,Marker OK (ID 0),0.030722,4.178,12.012,10.608,7.883
2025-11-18 19:43:40,312,Object_1,Marker OK (ID 0),0.030722,3.963,11.121,3.633,7.553
2025-11-18 19:43:41,331,Object_1,Marker OK (ID 0),0.030722,4.209,12.166,7.535,7.948
2025-11-18 19:43:42,351,Object_1,Marker OK (ID 0),0.030722,3.994,11.06,8.832,7.514
2025-11-18 19:43:43,371,Object_1,Marker OK (ID 0),0.030631,3.186,9.159,4.467,7.201
2025-11-18 19:43:44,391,Object_2,Marker OK (ID 0),0.030722,10.63,14.624,952.122,7.593
2025-11-18 19:43:45,410,Object_1,Marker OK (ID 0),0.030722,4.086,12.35,10.86,8.089
2025-11-18 19:43:46,430,Object_2,Marker OK (ID 0),0.030722,10.63,14.624,962.223,7.593
2025-11-18 19:43:47,450,Object_1,Marker OK (ID 0),0.030722,3.594,10.384,4.984,7.41
2025-11-18 19:43:48,470,Object_1,Marker OK (ID 0),0.030631,4.135,11.946,10.386,7.867
2025-11-18 19:43:49,489,Object_1,Marker OK (ID 0),0.030722,4.301,13.057,30.518,8.387
2025-11-18 19:43:50,508,Object_1,Marker OK (ID 0),0.030722,4.147,12.412,13.189,8.097
2025-11-18 19:43:51,526,Object_2,Marker OK (ID 0),0.030722,10.63,14.746,958.836,7.686
2025-11-18 19:43:52,546,Object_1,Marker OK (ID 0),0.030722,3.164,9.216,4.848,7.226
2025-11-18 19:43:53,566,Object_1,Marker OK (ID 0),0.030722,4.178,12.688,23.126,8.231
2025-11-18 19:43:54,584,Object_1,Marker OK (ID 0),0.030722,4.178,12.227,7.357,7.991
2025-11-18 19:43:56,594,Object_1,Marker OK (ID 0),0.030722,4.178,12.719,24.647,8.248
2025-11-18 19:43:57,601,Object_1,Marker OK (ID 0),0.030722,4.086,11.644,8.595,7.74
2025-11-18 19:43:58,611,Object_1,Marker OK (ID 0),0.030722,3.994,11.213,7.37,7.581
2025-11-18 19:43:59,622,Object_1,Marker OK (ID 0),0.030722,3.226,9.124,3.93,7.174
2025-11-18 19:44:00,632,Object_1,Marker OK (ID 0),0.030722,4.301,13.302,32.575,8.525
2025-11-18 19:44:01,640,Object_1,Marker OK (ID 0),0.030722,4.117,11.398,5.245,7.614
2025-11-18 19:44:02,652,Object_1,Marker OK (ID 0),0.030722,3.625,10.169,3.908,7.318
2025-11-18 19:44:03,666,Object_1,Marker OK (ID 0),0.030722,4.178,11.889,8.719,7.822
2025-11-18 19:44:04,673,Object_1,Marker OK (ID 0),0.030722,4.147,12.135,7.903,7.956
2025-11-18 19:44:05,681,Object_1,Marker OK (ID 0),0.030722,4.24,5.161,6.742,6.439
2025-11-18 19:44:06,690,Object_1,Marker OK (ID 0),0.030598,10.587,14.656,937.265,7.626
2025-11-18 19:44:07,702,Object_1,Marker OK (ID 0),0.030631,4.288,12.681,11.903,8.187
2025-11-18 19:44:08,713,Object_1,Marker OK (ID 0),0.030575,4.311,13.025,27.16,8.366
2025-11-18 19:44:09,724,Object_2,Marker OK (ID 0),0.030754,10.641,14.701,954.229,7.649
2025-11-18 19:44:10,737,Object_1,Marker OK (ID 0),0.030722,4.24,12.074,9.97,7.89
2025-11-18 19:44:11,751,Object_1,Marker OK (ID 0),0.030722,3.656,10.415,86.404,7.395
2025-11-18 19:44:12,760,Object_1,Marker OK (ID 0),0.030754,4.09,11.471,4.418,7.658
2025-11-18 19:44:13,767,Object_1,Marker OK (ID 0),0.030641,4.259,9.1,54.694,6.699
2025-11-18 19:44:14,779,Object_1,Marker OK (ID 0),0.030719,4.27,12.441,7.519,8.067
2025-11-18 19:44:16,793,Object_1,Marker OK (ID 0),0.030631,4.013,11.333,4.145,7.627
2025-11-18 19:44:17,806,Object_1,Marker OK (ID 0),0.030575,4.036,11.374,4.147,7.636
2025-11-18 19:44:18,823,Object_1,Marker OK (ID 0),0.030719,4.485,12.441,6.14,7.986
2025-11-18 19:44:19,833,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:20,836,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:21,839,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:22,843,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:23,846,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:24,849,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:26,852,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:27,855,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:28,858,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:29,861,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:30,865,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:32,869,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:33,874,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:36,882,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:37,887,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:41,898,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:45,908,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:50,921,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:53,929,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:56,931,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:44:57,934,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:45:01,949,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:45:02,952,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:45:03,956,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
2025-11-18 19:45:05,961,Object_1,No marker,0.030666,14.842,28.979,8880.496,18.984
