Timestamp,Frame Index,Object Label,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-18 19:39:51,51,Object_1,Marker OK (ID 0),0.029418,18.827,0.735,0.636,4.899
2025-11-18 19:39:52,67,Object_2,Marker OK (ID 0),0.02625,8.479,9.66,220.422,5.069
2025-11-18 19:39:53,88,Object_1,Marker OK (ID 0),0.036045,8.651,11.895,536.658,6.21
2025-11-18 19:39:54,109,Object_1,Marker OK (ID 0),0.031152,8.816,13.427,544.81,7.163
2025-11-18 19:39:55,129,Object_1,Marker OK (ID 0),0.030992,8.895,13.141,426.329,6.945
2025-11-18 19:39:56,151,Object_1,Marker OK (ID 0),0.032191,3.605,13.037,24.337,8.63
2025-11-18 19:39:57,172,Object_1,Marker OK (ID 0),0.03136,3.418,12.889,63.97,8.62
2025-11-18 19:39:58,192,Object_1,Marker OK (ID 0),0.03117,8.759,13.496,580.874,7.227
2025-11-18 19:39:59,213,Object_1,Marker OK (ID 0),0.031263,3.345,11.317,4.049,7.891
2025-11-18 19:40:00,234,Object_1,Marker OK (ID 0),0.031263,3.095,10.817,5.89,7.789
2025-11-18 19:40:01,254,Object_1,Marker OK (ID 0),0.03136,2.76,9.753,4.898,7.562
2025-11-18 19:40:02,274,Object_1,Marker OK (ID 0),0.031439,3.332,11.569,5.285,8.008
2025-11-18 19:40:04,294,Object_1,Marker OK (ID 0),0.03136,3.324,11.29,4.36,7.888
2025-11-18 19:40:05,314,Object_1,Marker OK (ID 0),0.031439,3.238,10.941,4.226,7.778
2025-11-18 19:40:06,333,Object_1,Marker OK (ID 0),0.031439,8.834,13.581,592.113,7.264
2025-11-18 19:40:07,345,Object_1,Marker OK (ID 0),0.031274,3.44,12.697,39.55,8.512
2025-11-18 19:40:08,357,Object_1,Marker OK (ID 0),0.031342,3.291,12.255,10.789,8.346
2025-11-18 19:40:09,378,Object_1,Marker OK (ID 0),0.031274,3.346,11.853,8.563,8.132
2025-11-18 19:40:10,398,Object_1,Marker OK (ID 0),0.031342,3.291,11.596,6.316,8.037
2025-11-18 19:40:11,418,Object_1,Marker OK (ID 0),0.031342,3.416,11.941,11.631,8.146
2025-11-18 19:40:12,437,Object_1,Marker OK (ID 0),0.031342,3.291,12.129,12.023,8.285
2025-11-18 19:40:13,455,Object_1,Marker OK (ID 0),0.031274,3.284,12.197,11.703,8.321
2025-11-18 19:40:14,474,Object_1,Marker OK (ID 0),0.031342,3.416,12.098,9.428,8.221
2025-11-18 19:40:15,492,Object_1,Marker OK (ID 0),0.031342,3.197,11.502,6.335,8.033
2025-11-18 19:40:16,508,Object_1,No marker,0.031274,7.099,4.316,8.085,5.302
2025-11-18 19:40:17,512,Object_1,No marker,0.031274,7.099,4.316,8.085,5.302
2025-11-18 19:40:20,521,Object_1,No marker,0.031274,2.314,3.44,11.143,7.704
2025-11-18 19:40:21,524,Object_96,No marker,0.031274,3.534,46.098,1425.347,34.029
2025-11-18 19:40:21,524,Object_15,No marker,0.031274,5.004,9.132,37.306,6.373
2025-11-18 19:40:22,529,Object_72,No marker,0.031274,17.326,17.983,748.048,9.676
2025-11-18 19:40:23,532,Object_111,No marker,0.031274,2.846,54.574,1186.653,41.111
2025-11-18 19:40:24,537,Object_119,No marker,0.031274,2.064,59.171,2233.722,44.993
2025-11-18 19:40:26,544,Object_121,No marker,0.031274,67.24,64.425,37667.441,54.295
2025-11-18 19:40:27,549,Object_57,No marker,0.031274,4.191,6.974,11.35,6.376
2025-11-18 19:40:28,554,Object_27,No marker,0.031274,7.287,16.482,115.796,9.726
2025-11-18 19:40:29,558,Object_10,No marker,0.031274,27.177,4.848,118.714,4.832
2025-11-18 19:40:29,558,Object_1,No marker,0.031274,3.659,2.408,2.239,7.462
2025-11-18 19:40:30,563,Object_115,No marker,0.031274,2.502,56.919,1585.71,43.087
2025-11-18 19:40:31,566,Object_95,No marker,0.031274,3.941,5.536,44.9,6.533
2025-11-18 19:40:32,570,Object_115,No marker,0.031274,2.502,56.919,1585.71,43.087
2025-11-18 19:40:33,573,Object_32,No marker,0.031274,3.565,6.849,45.802,6.669
2025-11-18 19:40:34,577,Object_27,No marker,0.031274,7.287,16.482,115.796,9.726
2025-11-18 19:40:35,580,Object_8,No marker,0.031274,1.626,6.349,9.686,7.59
2025-11-18 19:40:35,580,Object_65,No marker,0.031274,2.314,4.816,16.058,7.397
2025-11-18 19:40:35,580,Object_6,No marker,0.031274,20.516,3.722,4.212,2.75
2025-11-18 19:40:35,580,Object_82,No marker,0.031274,2.377,4.535,13.329,7.417
2025-11-18 19:40:35,580,Object_4,No marker,0.031274,3.565,5.41,30.069,6.725
2025-11-18 19:40:36,584,Object_67,No marker,0.031274,4.253,14.73,153.2,9.392
2025-11-18 19:40:36,584,Object_51,No marker,0.031274,4.754,8.288,46.618,6.277
2025-11-18 19:40:37,587,Object_73,No marker,0.031274,1.47,18.421,56.678,12.635
2025-11-18 19:40:37,587,Object_35,No marker,0.031274,1.22,14.636,52.368,10.373
2025-11-18 19:40:38,589,Object_95,No marker,0.031274,3.941,5.536,44.9,6.533
2025-11-18 19:40:38,589,Object_106,No marker,0.031274,9.038,4.91,1.175,4.262
2025-11-18 19:40:39,590,Object_42,No marker,0.031274,3.471,7.412,15.212,6.751
2025-11-18 19:40:39,590,Object_33,No marker,0.031274,2.533,5.723,33.11,7.185
2025-11-18 19:40:39,590,Object_44,No marker,0.031274,3.346,5.692,35.089,6.801
