Timestamp,Frame Index,Object Label,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-18 13:27:28,703,Object_1,Marker OK (ID 0),0.034703,5.483,6.455,103.715,5.745
2025-11-18 13:27:29,714,Object_1,Marker OK (ID 0),0.029312,4.954,3.078,4.757,6.655
2025-11-18 13:27:30,725,Object_1,Marker OK (ID 0),0.032456,1.655,1.98,3.193,8.479
2025-11-18 13:27:31,736,Object_1,Marker OK (ID 0),0.037174,3.68,1.45,2.928,7.859
2025-11-18 13:27:32,746,Object_4,Marker OK (ID 0),0.036891,5.94,12.58,635.087,7.536
2025-11-18 13:27:33,756,Object_1,Marker OK (ID 0),0.037444,4.231,5.429,15.888,6.408
2025-11-18 13:27:34,766,Object_1,No marker,0.037579,6.276,1.992,8.661,6.575
2025-11-18 13:27:35,775,Object_8,No marker,0.037579,5.75,10.334,1.474,6.481
2025-11-18 13:27:36,784,Object_4,No marker,0.037579,9.921,6.727,45.94,3.629
2025-11-18 13:27:37,793,Object_4,No marker,0.037579,21.758,16.985,800.441,9.067
2025-11-18 13:27:38,802,Object_1,No marker,0.037579,6.351,2.029,11.34,6.527
2025-11-18 13:27:39,812,Object_1,No marker,0.037579,6.351,2.029,11.418,6.527
2025-11-18 13:27:40,821,Object_1,No marker,0.037579,6.351,2.029,8.713,6.527
2025-11-18 13:27:41,830,Object_1,No marker,0.037579,6.351,2.029,14.909,6.527
2025-11-18 13:27:42,839,Object_1,No marker,0.037579,6.351,2.029,12.643,6.527
2025-11-18 13:27:43,848,Object_3,No marker,0.037579,3.157,3.157,17.444,7.414
2025-11-18 13:27:44,857,Object_1,No marker,0.037579,6.351,2.029,9.698,6.527
2025-11-18 13:27:45,866,Object_1,No marker,0.037579,6.351,2.029,9.588,6.527
2025-11-18 13:27:46,875,Object_1,No marker,0.037579,6.351,2.029,9.538,6.527
2025-11-18 13:27:47,884,Object_1,No marker,0.037579,6.351,2.029,13.573,6.527
2025-11-18 13:27:48,893,Object_6,No marker,0.037579,9.695,6.501,54.156,3.731
2025-11-18 13:27:49,903,Object_1,No marker,0.037579,6.351,2.029,12.121,6.527
2025-11-18 13:27:50,912,Object_1,No marker,0.037579,6.388,2.029,12.055,6.513
2025-11-18 13:27:51,920,Object_4,No marker,0.037579,9.883,9.357,104.091,4.365
2025-11-18 13:27:53,930,Object_1,No marker,0.037579,6.351,2.029,12.636,6.527
2025-11-18 13:27:54,939,Object_1,No marker,0.037579,6.351,2.067,12.985,6.509
2025-11-18 13:27:55,949,Object_1,No marker,0.037579,6.351,2.067,12.848,6.509
2025-11-18 13:27:56,958,Object_5,No marker,0.037579,8.869,9.77,124.389,4.962
2025-11-18 13:27:57,967,Object_1,No marker,0.037579,6.351,2.067,12.808,6.509
2025-11-18 13:27:58,976,Object_5,No marker,0.037579,2.63,2.818,11.891,7.756
2025-11-18 13:27:59,986,Object_1,No marker,0.037579,6.313,2.029,9.246,6.542
2025-11-18 13:28:00,995,Object_1,No marker,0.037579,6.313,2.029,9.227,6.542
2025-11-18 13:28:01,1004,Object_4,No marker,0.037579,4.622,7.591,62.908,6.225
2025-11-18 13:28:02,1014,Object_1,No marker,0.037579,6.313,2.029,9.338,6.542
2025-11-18 13:28:03,1023,Object_1,No marker,0.037579,6.313,2.029,9.44,6.542
2025-11-18 13:28:04,1033,Object_1,No marker,0.037579,6.313,2.029,9.262,6.542
2025-11-18 13:28:05,1043,Object_1,No marker,0.037579,6.313,2.029,9.126,6.542
2025-11-18 13:28:06,1051,Object_5,No marker,0.037579,5.937,11.612,1.546,7.008
2025-11-18 13:28:07,1060,Object_1,No marker,0.037579,6.313,2.029,9.383,6.542
2025-11-18 13:28:08,1069,Object_3,No marker,0.037579,8.718,6.689,56.839,4.202
2025-11-18 13:28:09,1078,Object_1,No marker,0.037579,5.825,2.067,11.92,6.717
2025-11-18 13:28:10,1087,Object_1,No marker,0.037579,5.9,2.029,12.145,6.704
2025-11-18 13:28:11,1095,Object_1,No marker,0.037579,6.238,2.029,12.802,6.571
2025-11-18 13:28:12,1104,Object_1,No marker,0.037579,6.388,2.067,13.342,6.494
2025-11-18 13:28:13,1113,Object_1,No marker,0.037579,3.795,2.029,6.401,7.558
2025-11-18 13:28:14,1122,Object_1,No marker,0.037579,5.036,2.067,10.813,7.033
2025-11-18 13:28:15,1132,Object_1,No marker,0.037579,5.975,2.067,12.964,6.657
2025-11-18 13:28:16,1141,Object_1,No marker,0.037579,4.509,2.856,5.812,6.928
2025-11-18 13:28:17,1149,Object_3,No marker,0.037579,4.096,3.194,20.781,6.988
2025-11-18 13:28:18,1158,Object_1,No marker,0.037579,6.088,1.992,5.194,6.648
2025-11-18 13:28:19,1167,Object_1,No marker,0.037579,6.013,1.992,5.044,6.678
2025-11-18 13:28:20,1175,Object_1,No marker,0.037579,4.246,2.668,6.762,7.112
2025-11-18 13:28:21,1184,Object_1,No marker,0.037579,4.359,2.668,7.5,7.064
2025-11-18 13:28:23,1193,Object_9,No marker,0.037579,16.76,9.169,233.056,2.277
2025-11-18 13:28:24,1202,Object_6,No marker,0.037579,6.651,4.585,11.515,5.432
2025-11-18 13:28:25,1211,Object_1,No marker,0.037579,6.013,1.992,5.156,6.678
2025-11-18 13:28:26,1220,Object_1,No marker,0.037579,6.163,2.029,12.519,6.601
2025-11-18 13:28:27,1228,Object_3,No marker,0.037579,7.741,1.917,8.127,6.057
2025-11-18 13:28:28,1238,Object_1,No marker,0.037579,6.351,1.992,12.147,6.546
2025-11-18 13:28:29,1248,Object_1,No marker,0.037579,6.313,2.029,11.684,6.542
2025-11-18 13:28:30,1257,Object_1,No marker,0.037579,6.388,2.029,5.338,6.513
