Timestamp,Frame Index,Object Label,Marker Status,cm/pixel,Width (cm),Height (cm),Volume (cm^3),Margin of Error (%)
2025-11-18 19:45:47,418,Object_1,Marker OK (ID 0),0.030631,4.166,12.038,7.579,7.9
2025-11-18 19:45:48,425,Object_1,Marker OK (ID 0),0.030631,4.227,10.139,52.028,7.048
2025-11-18 19:45:49,436,Object_1,Marker OK (ID 0),0.030722,4.209,12.35,11.93,8.042
2025-11-18 19:45:50,449,Object_1,Marker OK (ID 0),0.030722,4.27,12.012,21.168,7.847
2025-11-18 19:45:51,463,Object_2,Marker OK (ID 0),0.030722,10.66,14.654,913.63,7.61
2025-11-18 19:45:52,475,Object_1,Marker OK (ID 0),0.030722,3.932,10.046,58.387,7.142
2025-11-18 19:45:53,490,Object_1,Marker OK (ID 0),0.030722,4.7,10.169,92.74,6.856
2025-11-18 19:45:55,502,Object_1,Marker OK (ID 0),0.030722,3.994,11.029,224.222,7.501
2025-11-18 19:45:56,515,Object_1,Marker OK (ID 0),0.030663,2.668,9.874,27.325,7.64
2025-11-18 19:45:57,526,Object_1,Marker OK (ID 0),0.030631,3.155,9.159,4.207,7.215
2025-11-18 19:45:58,537,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:45:59,541,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:00,545,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:02,550,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:04,560,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:09,576,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:14,589,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:19,600,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:20,602,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:22,603,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:23,607,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:24,611,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:25,614,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:26,617,Object_1,No marker,0.030722,6.974,4.24,7.664,5.381
2025-11-18 19:46:27,620,Object_4,No marker,0.030722,14.931,12.719,103.842,5.382
2025-11-18 19:46:28,623,Object_1,No marker,0.030722,6.974,4.24,7.664,5.381
2025-11-18 19:46:30,627,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:31,631,Object_1,No marker,0.030722,6.974,4.24,7.664,5.381
2025-11-18 19:46:32,635,Object_1,No marker,0.030722,6.974,4.24,7.664,5.381
2025-11-18 19:46:33,639,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:35,644,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:37,650,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:38,655,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:39,660,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:41,661,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:42,661,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:43,666,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:45,670,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:46,671,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:47,672,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:48,673,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:49,674,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:46:57,689,Object_1,No marker,0.030722,17.788,15.453,129.095,7.545
2025-11-18 19:46:58,691,Object_3,No marker,0.030722,14.777,31.858,11305.038,21.408
2025-11-18 19:46:59,694,Object_1,No marker,0.030722,17.788,15.453,129.095,7.545
2025-11-18 19:47:01,700,Object_1,No marker,0.030722,17.788,15.453,129.095,7.545
2025-11-18 19:47:02,704,Object_4,No marker,0.030722,19.908,17.849,184.576,9.632
2025-11-18 19:47:03,710,Object_3,No marker,0.030722,14.777,31.858,11305.038,21.408
2025-11-18 19:47:05,714,Object_1,No marker,0.030722,17.788,15.453,129.095,7.545
2025-11-18 19:47:06,717,Object_4,No marker,0.030722,19.908,17.849,184.576,9.632
2025-11-18 19:47:07,721,Object_3,No marker,0.030722,14.777,31.858,11305.038,21.408
2025-11-18 19:47:08,726,Object_4,No marker,0.030722,19.908,17.849,184.576,9.632
2025-11-18 19:47:09,730,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:47:10,733,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:47:11,738,Object_4,No marker,0.030722,14.931,12.719,103.842,5.382
2025-11-18 19:47:13,746,Object_1,No marker,0.030722,6.974,4.24,7.664,5.381
2025-11-18 19:47:14,749,Object_2,No marker,0.030722,6.206,8.203,170.377,5.587
2025-11-18 19:47:15,749,Object_1,No marker,0.030722,14.869,29.032,8929.284,19.028
2025-11-18 19:47:16,749,Object_1,No marker,0.030722,6.974,4.24,7.664,5.381
2025-11-18 19:47:16,749,Object_3,No marker,0.030722,8.541,12.811,498.96,6.828
